Machine_ID,Temperature,Run_Time,Downtime_Flag
1,68.72700594236812,131.98601276931467,0
2,97.53571532049581,25.986593349059277,1
3,86.59969709057026,40.709455677976614,0
4,79.93292420985183,180.72529582014505,1
5,57.80093202212183,125.22152133532208,0
6,57.79972601681013,11.747439807159633,0
7,52.90418060840997,29.2795931445461,0
8,93.30880728874676,136.0653361305306,1
9,80.05575058716045,10.96170093078155,0
10,85.40362888980228,40.55352976932475,0
11,51.029224714790125,114.25941997965137,0
12,98.49549260809971,141.46008756161172,1
13,91.62213204002109,133.8726393054941,1
14,60.61695553391381,52.61116879750636,0
15,59.09124836035503,145.3140520560318,0
16,59.17022549267169,55.077326624392015,0
17,65.21211214797688,71.82594265026087,0
18,76.2378215816119,151.83336697242459,0
19,71.5972509321058,133.4302508189708,0
20,64.5614570099021,171.3524479938938,0
21,80.59264473611897,134.94644953706523,0
22,56.97469303260209,117.9786346337396,0
23,64.6072324267609,27.79820588733757,0
24,68.31809216468459,79.86600258129236,0
25,72.8034992108518,60.38844985952784,0
26,89.25879806965068,56.35803224202588,0
27,59.98368910791799,194.87200540296465,1
28,75.71172192068057,84.68856768668448,0
29,79.62072844310212,179.48884548365152,0
30,52.32252063599989,129.91633893947994,0
31,80.37724259507192,161.0141476729132,1
32,58.526206184364575,105.5010476899865,0
33,53.25257964926398,119.61173807900823,0
34,97.44427686266667,103.57836182558414,1
35,98.28160165372796,47.09616768162846,1
36,90.41986740582306,147.265901899686,1
37,65.23068845866854,63.3467488637626,0
38,54.883605700319194,14.62003362197623,0
39,84.21165132560785,132.63973622236188,0
40,72.00762468698007,43.651029087339296,0
41,56.10191174223894,188.6871310270537,1
42,74.75884550556351,191.2464296304916,1
43,51.71942605576092,183.82423414188523,1
44,95.4660201039391,80.33015304853444,1
45,62.93899908000085,12.936757140484811,0
46,83.1261142176991,186.3805268916678,1
47,65.58555380447055,91.35498818028972,0
48,76.00340105889055,193.66441561829723,1
49,77.33551396716398,193.08779564695803,1
50,59.24272277627635,172.07179653879842,0
51,98.47923138822793,65.94528949322128,1
52,88.75664116805572,83.1685684343658,0
53,96.97494707820945,171.7159675882028,1
54,94.74136752138244,70.21518097969276,1
55,79.89499894055426,42.20362187035757,0
56,96.09371175115584,115.79223986708654,1
57,54.424625102595975,187.86940709054838,1
58,59.79914312095726,142.24566136824487,0
59,52.2613644455269,118.31162231697934,0
60,66.26651653816322,28.46353381644602,0
61,69.4338644844741,126.85137307284225,0
62,63.567451588694794,198.11023151981001,1
63,91.43687545759647,36.615962894939564,1
64,67.83766633467947,108.48263394910998,0
65,64.04672548436903,176.70088366631154,0
66,77.13480415791243,150.74603737329883,0
67,57.04621124873813,142.43299078910093,0
68,90.10984903770198,143.47197595755077,1
69,53.727532183988544,78.30331873175348,0
70,99.34434683002587,65.78245041025374,1
71,88.61223846483287,163.7786195409176,1
72,59.93578407670862,163.92154498904435,0
73,50.27610585618012,174.7437405302197,0
74,90.77307142274171,183.51570498572954,1
75,85.34286719238085,107.15505578357818,0
76,86.45035840204936,105.28809599056792,0
77,88.56351733429729,161.67608400368727,1
78,53.70223258670452,133.4931468477754,0
79,67.92328642721363,143.37370667896363,0
80,55.79345297625649,161.2006071928592,0
81,93.15517129377967,179.1010149453376,1
82,81.1649063413779,74.2190798017918,0
83,66.54490124263246,81.36076100158937,0
84,53.17791751430118,27.85656856976511,0
85,65.54911608578311,119.87322678927306,0
86,66.25916610133736,16.829032021380996,0
87,86.4803089169032,98.46362344516743,0
88,81.87787356776066,113.10248059443956,0
89,94.36063712881632,64.44283790437403,1
90,73.61074625809746,122.25831950811204,0
91,55.97971229691508,15.795047488419392,0
92,85.66223936114974,17.096155862350738,0
93,88.03925243084487,166.29410652533508,1
94,78.06385987847482,78.43622186813995,0
95,88.54835899772804,34.14149740385811,0
96,74.68977981821953,109.22621941041282,0
97,76.1366414690997,156.29877508873605,0
98,71.37705091792748,51.0059952244002,0
99,51.27095633720476,128.34919040561005,0
100,55.39457134966522,26.21601834881592,0
101,51.57145928433671,19.819527022035462,0
102,81.82052056318902,110.95737999794812,0
103,65.71779905381634,112.72067310592024,0
104,75.42853455823514,131.11168128465926,0
105,95.37832369630465,147.9573534073057,1
106,62.464611457443745,195.41189509788157,1
107,70.51914615178148,108.0970661772271,0
108,87.77755692715243,71.36172985883674,0
109,61.43990827458112,161.0853770060537,0
110,53.84899549143965,61.4581277397941,0
111,64.4875726456884,93.40456993407086,0
112,58.06106436270022,24.906712455030533,0
113,96.48488261712865,14.816641248936927,1
114,90.40601897822084,192.90319878880575,1
115,81.67018782552117,168.83622289731912,1
116,93.57302950938589,142.2350991578026,1
117,90.18360384495573,87.70105943871128,1
118,59.32850294430179,42.9259208134607,0
119,94.62794992449889,39.72303810750635,1
120,76.96711209578254,57.54615065127311,0
121,90.37200775820313,114.35306629416289,1
122,94.80456499617466,145.77322531301184,1
123,65.90017374859319,135.43750157636893,0
124,55.50259622638384,63.18744041972914,0
125,61.39675812709709,191.42440332600688,1
126,71.35538943131282,150.20041417219602,0
127,90.90073829612466,115.32726997716613,1
128,93.03652916281717,126.22694178452693,1
129,50.34760652655954,89.72401186128009,0
130,75.53736512887829,57.06888800521992,0
131,70.87055015743896,77.6348089437397,0
132,61.105390523536514,153.99076098823014,0
133,55.99326836668414,12.734762839653616,0
134,66.8807585701814,32.05380169631408,0
135,97.14548519562595,18.740501984133022,1
136,66.16014660103777,17.738472440604326,0
137,75.9395310871683,172.53751096209137,0
138,85.1509479447589,143.6949932822045,0
139,68.1814801189647,100.09302752659178,0
140,98.58910413604804,28.588490523690282,1
141,98.12236474710556,103.40701627219815,1
142,62.58911479126821,99.95963644830748,0
143,74.86242529461927,42.90835528290288,0
144,65.04391549083849,92.43181335521487,0
145,64.24202471887338,85.71589953550095,0
146,51.84434736772664,127.01151862992113,0
147,80.47821669899484,130.66779366485233,0
148,75.13395116144308,18.60776185668846,0
149,52.57393756249947,81.17639677902953,0
150,63.93232321183057,128.9133839857049,0
151,95.41329429833269,105.59588913021666,1
152,61.978094533348624,172.73306982578123,0
153,57.24474360456115,135.15179000759954,0
154,74.47263801387815,40.95754114547164,0
155,99.28252270553004,23.40806200608167,1
156,62.10276357557502,132.05966285919996,0
157,83.60677737029393,15.037149002908144,0
158,88.08098076643589,121.29736044195802,0
159,61.881877199619986,188.64374587074195,1
160,86.41081743059299,119.34009379641701,0
161,68.38915663596266,83.75228597923916,0
162,81.61529152967897,132.2247615040471,0
163,81.67648553804473,97.06804919338816,0
164,76.78873420373792,113.66718997002764,0
165,54.51448850272042,188.87831366753977,1
166,91.7651247794619,83.35950118214711,1
167,66.0390032485868,192.6262071265437,1
168,59.32592551999271,182.0166219716521,1
169,52.0387570777382,47.200315609966324,0
170,79.5446471594121,23.178647166281436,0
171,83.87821809211412,29.147820261711065,0
172,50.829391446392805,13.462146873794449,0
173,75.60465291496405,27.944162543626394,0
174,61.3247887598969,139.7712869491078,0
175,82.2586395204725,23.525843207443508,0
176,58.71832145024957,70.60536975581465,0
177,84.5468869051233,170.52630908419636,1
178,69.33676731502688,14.421667789806914,0
179,96.83649943683673,164.7490116918978,1
180,56.87604720729966,63.552407206945986,0
181,67.05331755251292,32.45131724811469,0
182,55.67367606202945,142.38006141918862,0
183,96.23468091392814,129.49914088817795,1
184,93.86696766904905,176.71968257014007,1
185,62.89708138575778,149.6634983227383,0
186,82.99920230170895,162.66137677312122,1
187,90.8611100100608,63.586568788548234,1
188,77.76004057997312,43.713513318147335,0
189,76.48252891780032,152.61680281176308,0
190,62.092614545022585,163.29860046078016,0
191,54.65513839029496,198.19597698012794,1
192,94.86078789766634,88.39735861317104,1
193,95.02090285816652,80.6834363006288,1
194,81.65507286366339,157.51846254097939,1
195,66.95148955243504,74.75267264807339,0
196,67.46047873063304,186.8438918646773,1
197,86.29778394351197,173.09842285017226,1
198,94.85551299762885,91.50886520125349,1
199,94.35432121325587,152.6655028803845,1
200,88.99377729288119,153.36314607608963,1
